"","Year","day","month","daysince18","Type","value","pctprod","carbonemissions","sourceprod","typedes"
"1","2018",181,6,181,"coal",922904,0.160693646209763,141426.285,141285,"Fossil Fuels"
"2","2018",181,6,181,"hydro",922904,0.00831349373800339,0,7476,"Renewables"
"3","2018",181,6,181,"natgas",922904,0.177120866332352,68206.71,158990,"Fossil Fuels"
"4","2018",181,6,181,"nuclear",922904,0.149023478320619,0,134181,"Renewables"
"5","2018",181,6,181,"oil",922904,0.00403092100242575,3034.328,3364,"Fossil Fuels"
"6","2018",181,6,181,"solar",922904,-2.3028576350496e-07,0,0,"Renewables"
"7","2018",181,6,181,"wind",922904,0.0124359639114137,0,10943,"Renewables"
"8","2018",182,7,182,"coal",10942201,0.25077187379909,2749418.672,2746672,"Fossil Fuels"
"9","2018",182,7,182,"hydro",10942201,0.0623923431606175,0,693633,"Renewables"
"10","2018",182,7,182,"natgas",10942201,0.31047200859912,1476055.152,3440688,"Fossil Fuels"
"11","2018",182,7,182,"nuclear",10942201,0.183193759791496,0,1953263,"Renewables"
"12","2018",182,7,182,"oil",10942201,0.00939579768987867,94182.33,104415,"Fossil Fuels"
"13","2018",182,7,182,"solar",10942201,0.0143547757165128,0,172690,"Renewables"
"14","2018",182,7,182,"wind",10942201,0.0334018791544727,0,360401,"Renewables"
"15","2018",183,7,183,"coal",12947422,0.258794683760604,3341380.042,3338042,"Fossil Fuels"
"16","2018",183,7,183,"hydro",12947422,0.0554324394392571,0,729012,"Renewables"
"17","2018",183,7,183,"natgas",12947422,0.350414362348238,1969049.082,4589858,"Fossil Fuels"
"18","2018",183,7,183,"nuclear",12947422,0.165225167862807,0,2078660,"Renewables"
"19","2018",183,7,183,"oil",12947422,0.0105310386774883,125762.252,139426,"Fossil Fuels"
"20","2018",183,7,183,"solar",12947422,0.0132329724293433,0,191467,"Renewables"
"21","2018",183,7,183,"wind",12947422,0.0427248443509511,0,536118,"Renewables"
"22","2018",184,7,184,"coal",12953345,0.260414715018434,3363819.459,3360459,"Fossil Fuels"
"23","2018",184,7,184,"hydro",12953345,0.0551606722753817,0,726912,"Renewables"
"24","2018",184,7,184,"natgas",12953345,0.348969378374287,1961510.694,4572286,"Fossil Fuels"
"25","2018",184,7,184,"nuclear",12953345,0.164395574678361,0,2073594,"Renewables"
"26","2018",184,7,184,"oil",12953345,0.0102213942597489,122049.62,135310,"Fossil Fuels"
"27","2018",184,7,184,"solar",12953345,0.0132828510099188,0,192932,"Renewables"
"28","2018",184,7,184,"wind",12953345,0.0389951882719902,0,483065,"Renewables"
"29","2018",185,7,185,"coal",12050161,0.266682091156738,3218857.642,3215642,"Fossil Fuels"
"30","2018",185,7,185,"hydro",12050161,0.0530521862641554,0,647226,"Renewables"
"31","2018",185,7,185,"natgas",12050161,0.33176167820282,1728926.199,4030131,"Fossil Fuels"
"32","2018",185,7,185,"nuclear",12050161,0.174455175537877,0,2059098,"Renewables"
"33","2018",185,7,185,"oil",12050161,0.0107037334233001,117874.262,130681,"Fossil Fuels"
"34","2018",185,7,185,"solar",12050161,0.0143953145918147,0,191790,"Renewables"
"35","2018",185,7,185,"wind",12050161,0.0369714322781531,0,429695,"Renewables"
"36","2018",186,7,186,"coal",12754847,0.264802439447347,3363237.878,3359878,"Fossil Fuels"
"37","2018",186,7,186,"hydro",12754847,0.0541585924933591,0,708173,"Renewables"
"38","2018",186,7,186,"natgas",12754847,0.356010505241903,1969391.424,4590656,"Fossil Fuels"
"39","2018",186,7,186,"nuclear",12754847,0.166941953816952,0,2070746,"Renewables"
"40","2018",186,7,186,"oil",12754847,0.0114715205491391,135271.136,149968,"Fossil Fuels"
"41","2018",186,7,186,"solar",12754847,0.012991118392441,0,185520,"Renewables"
"42","2018",186,7,186,"wind",12754847,0.0267182742117299,0,331336,"Renewables"
"43","2018",187,7,187,"coal",12142180,0.252642213690687,3069965.899,3066899,"Fossil Fuels"
"44","2018",187,7,187,"hydro",12142180,0.0566405776051743,0,703642,"Renewables"
"45","2018",187,7,187,"natgas",12142180,0.342658669991226,1796409.615,4187435,"Fossil Fuels"
"46","2018",187,7,187,"nuclear",12142180,0.17510831559972,0,2087029,"Renewables"
"47","2018",187,7,187,"oil",12142180,0.00987020715056207,108912.892,120746,"Fossil Fuels"
"48","2018",187,7,187,"solar",12142180,0.0130512208541916,0,175986,"Renewables"
"49","2018",187,7,187,"wind",12142180,0.0357882831201622,0,417740,"Renewables"
"50","2018",188,7,188,"coal",10863524,0.239809146544473,2617615,2615000,"Fossil Fuels"
"51","2018",188,7,188,"hydro",10863524,0.0568301192842978,0,626699,"Renewables"
"52","2018",188,7,188,"natgas",10863524,0.325192539644892,1529036.223,3564187,"Fossil Fuels"
"53","2018",188,7,188,"nuclear",10863524,0.199127969854921,0,2121227,"Renewables"
"54","2018",188,7,188,"oil",10863524,0.00757950131778075,74300.446,82373,"Fossil Fuels"
"55","2018",188,7,188,"solar",10863524,0.0125891147027805,0,150048,"Renewables"
"56","2018",188,7,188,"wind",10863524,0.0363290915110734,0,378070,"Renewables"
"57","2018",189,7,189,"coal",10879805,0.244316237099099,2674751.079,2672079,"Fossil Fuels"
"58","2018",189,7,189,"hydro",10879805,0.0539974509081743,0,600766,"Renewables"
"59","2018",189,7,189,"natgas",10879805,0.322167272411136,1522895.517,3549873,"Fossil Fuels"
"60","2018",189,7,189,"nuclear",10879805,0.200974170692112,0,2123638,"Renewables"
"61","2018",189,7,189,"oil",10879805,0.00913406567783625,91595.394,101547,"Fossil Fuels"
"62","2018",189,7,189,"solar",10879805,0.0142674182529055,0,169181,"Renewables"
"63","2018",189,7,189,"wind",10879805,0.0356422918783343,0,372743,"Renewables"
"64","2018",190,7,190,"coal",12217042,0.248636901812027,3041293.255,3038255,"Fossil Fuels"
"65","2018",190,7,190,"hydro",12217042,0.0547099683397683,0,690680,"Renewables"
"66","2018",190,7,190,"natgas",12217042,0.346500531178112,1843653.24,4297560,"Fossil Fuels"
"67","2018",190,7,190,"nuclear",12217042,0.180413515673836,0,2131374,"Renewables"
"68","2018",190,7,190,"oil",12217042,0.0118125440327094,133235.322,147711,"Fossil Fuels"
"69","2018",190,7,190,"solar",12217042,0.0126444328106716,0,171687,"Renewables"
"70","2018",190,7,190,"wind",12217042,0.0341725072751226,0,391604,"Renewables"
"71","2018",191,7,191,"coal",12854187,0.247449941897419,3182868.689,3179689,"Fossil Fuels"
"72","2018",191,7,191,"hydro",12854187,0.0511640401464677,0,669183,"Renewables"
"73","2018",191,7,191,"natgas",12854187,0.343974136249155,1929263.622,4497118,"Fossil Fuels"
"74","2018",191,7,191,"nuclear",12854187,0.165002477597545,0,2061849,"Renewables"
"75","2018",191,7,191,"oil",12854187,0.0118642701675305,140819.338,156119,"Fossil Fuels"
"76","2018",191,7,191,"solar",12854187,0.0126401805245807,0,183385,"Renewables"
"77","2018",191,7,191,"wind",12854187,0.0311274813004704,0,379448,"Renewables"
"78","2018",192,7,192,"coal",12921496,0.192640202379263,2488996.51,2486510,"Fossil Fuels"
"79","2018",192,7,192,"hydro",12921496,0.0542023214321041,0,714930,"Renewables"
"80","2018",192,7,192,"natgas",12921496,0.282228030204151,1582465.17,3688730,"Fossil Fuels"
"81","2018",192,7,192,"nuclear",12921496,0.10132185395111,0,1273435,"Renewables"
"82","2018",192,7,192,"oil",12921496,0.0100038508620549,117712.804,130502,"Fossil Fuels"
"83","2018",192,7,192,"solar",12921496,0.011330530295423,0,164640,"Renewables"
"84","2018",192,7,192,"wind",12921496,0.0315834155942114,0,387812,"Renewables"
"85","2018",193,7,193,"coal",12828054,0.195521852238577,2509934.427,2507427,"Fossil Fuels"
"86","2018",193,7,193,"hydro",12828054,0.0543264127410441,0,712346,"Renewables"
"87","2018",193,7,193,"natgas",12828054,0.281701823520384,1567165.314,3653066,"Fossil Fuels"
"88","2018",193,7,193,"nuclear",12828054,0.103184574636982,0,1290262,"Renewables"
"89","2018",193,7,193,"oil",12828054,0.00968862971253038,113669.138,126019,"Fossil Fuels"
"90","2018",193,7,193,"solar",12828054,0.0111792689266607,0,160346,"Renewables"
"91","2018",193,7,193,"wind",12828054,0.0307667192061222,0,370870,"Renewables"
"92","2018",194,7,194,"coal",12868195,0.19889421896378,2553289.739,2550739,"Fossil Fuels"
"93","2018",194,7,194,"hydro",12868195,0.0504681351696271,0,662865,"Renewables"
"94","2018",194,7,194,"natgas",12868195,0.276467647671316,1543195.797,3597193,"Fossil Fuels"
"95","2018",194,7,194,"nuclear",12868195,0.104253720223296,0,1306002,"Renewables"
"96","2018",194,7,194,"oil",12868195,0.0103107747464645,121748.352,134976,"Fossil Fuels"
"97","2018",194,7,194,"solar",12868195,0.0122739715800488,0,177424,"Renewables"
"98","2018",194,7,194,"wind",12868195,0.026779390953992,0,330794,"Renewables"
"99","2018",195,7,195,"coal",12318412,0.201400432543039,2473352.882,2470882,"Fossil Fuels"
"100","2018",195,7,195,"hydro",12318412,0.0493885727740017,0,618763,"Renewables"
"101","2018",195,7,195,"natgas",12318412,0.270875925569206,1448154.279,3375651,"Fossil Fuels"
"102","2018",195,7,195,"nuclear",12318412,0.108616462682458,0,1306158,"Renewables"
"103","2018",195,7,195,"oil",12318412,0.0104785715955449,117838.182,130641,"Fossil Fuels"
"104","2018",195,7,195,"solar",12318412,0.0134742823245951,0,183955,"Renewables"
"105","2018",195,7,195,"wind",12318412,0.0286541726407413,0,337806,"Renewables"
"106","2018",196,7,196,"coal",12264925,0.200685431767707,2462108.649,2459649,"Fossil Fuels"
"107","2018",196,7,196,"hydro",12264925,0.0466810191679558,0,583667,"Renewables"
"108","2018",196,7,196,"natgas",12264925,0.274185556137399,1459249.935,3401515,"Fossil Fuels"
"109","2018",196,7,196,"nuclear",12264925,0.109460490189708,0,1307966,"Renewables"
"110","2018",196,7,196,"oil",12264925,0.0105037021782871,117314.12,130060,"Fossil Fuels"
"111","2018",196,7,196,"solar",12264925,0.0129713996305814,0,175681,"Renewables"
"112","2018",196,7,196,"wind",12264925,0.0283284859487768,0,332762,"Renewables"
"113","2018",197,7,197,"coal",13865282,0.19906746500031,2745639.897,2742897,"Fossil Fuels"
"114","2018",197,7,197,"hydro",13865282,0.0517825220246547,0,739468,"Renewables"
"115","2018",197,7,197,"natgas",13865282,0.286785050364822,1726597.587,4024703,"Fossil Fuels"
"116","2018",197,7,197,"nuclear",13865282,0.111337657909473,0,1499396,"Renewables"
"117","2018",197,7,197,"oil",13865282,0.0110056843367968,140174.408,155404,"Fossil Fuels"
"118","2018",197,7,197,"solar",13865282,0.0113439717592259,0,178233,"Renewables"
"119","2018",197,7,197,"wind",13865282,0.022330793280659,0,292121,"Renewables"
"120","2018",198,7,198,"coal",13635686,0.1949835708466,2656412.759,2653759,"Fossil Fuels"
"121","2018",198,7,198,"hydro",13635686,0.0520331053230507,0,727196,"Renewables"
"122","2018",198,7,198,"natgas",13635686,0.287287840915258,1697571.876,3957044,"Fossil Fuels"
"123","2018",198,7,198,"nuclear",13635686,0.112294882040101,0,1497083,"Renewables"
"124","2018",198,7,198,"oil",13635686,0.0110112456290929,138250.442,153271,"Fossil Fuels"
"125","2018",198,7,198,"solar",13635686,0.0121050589239677,0,184973,"Renewables"
"126","2018",198,7,198,"wind",13635686,0.0279941105531769,0,357933,"Renewables"
"127","2018",199,7,199,"coal",13180945,0.19268468137743,2542865.325,2540325,"Fossil Fuels"
"128","2018",199,7,199,"hydro",13180945,0.0523851541530181,0,710093,"Renewables"
"129","2018",199,7,199,"natgas",13180945,0.289726100460544,1655252.742,3858398,"Fossil Fuels"
"130","2018",199,7,199,"nuclear",13180945,0.116210985829824,0,1496494,"Renewables"
"131","2018",199,7,199,"oil",13180945,0.00977308316858493,117571.19,130345,"Fossil Fuels"
"132","2018",199,7,199,"solar",13180945,0.0115247026907186,0,169766,"Renewables"
"133","2018",199,7,199,"wind",13180945,0.034128624977762,0,420200,"Renewables"
"134","2018",200,7,200,"coal",13175377,0.188591329615853,2488524.038,2486038,"Fossil Fuels"
"135","2018",200,7,200,"hydro",13175377,0.0520339438092176,0,705290,"Renewables"
"136","2018",200,7,200,"natgas",13175377,0.28451379297332,1624963.626,3787794,"Fossil Fuels"
"137","2018",200,7,200,"nuclear",13175377,0.116609389312699,0,1496517,"Renewables"
"138","2018",200,7,200,"oil",13175377,0.00941278433319213,112843.808,125104,"Fossil Fuels"
"139","2018",200,7,200,"solar",13175377,0.0126665639406305,0,186032,"Renewables"
"140","2018",200,7,200,"wind",13175377,0.0416132621812903,0,519452,"Renewables"
"141","2018",201,7,201,"coal",13067910,0.186942416691031,2446394.951,2443951,"Fossil Fuels"
"142","2018",201,7,201,"hydro",13067910,0.0527676179767653,0,709247,"Renewables"
"143","2018",201,7,201,"natgas",13067910,0.282071965371198,1595922.042,3720098,"Fossil Fuels"
"144","2018",201,7,201,"nuclear",13067910,0.116911538953456,0,1495910,"Renewables"
"145","2018",201,7,201,"oil",13067910,0.0093186846373932,111650.462,123781,"Fossil Fuels"
"146","2018",201,7,201,"solar",13067910,0.0124486469060966,0,181378,"Renewables"
"147","2018",201,7,201,"wind",13067910,0.0439619308101749,0,545686,"Renewables"
"148","2018",202,7,202,"coal",12081948,0.194775079707251,2362300.941,2359941,"Fossil Fuels"
"149","2018",202,7,202,"hydro",12081948,0.051277105733405,0,633024,"Renewables"
"150","2018",202,7,202,"natgas",12081948,0.282048031397103,1474953.48,3438120,"Fossil Fuels"
"151","2018",202,7,202,"nuclear",12081948,0.126200074018683,0,1499023,"Renewables"
"152","2018",202,7,202,"oil",12081948,0.00967344025580395,106250.188,117794,"Fossil Fuels"
"153","2018",202,7,202,"solar",12081948,0.0118112368937663,0,156385,"Renewables"
"154","2018",202,7,202,"wind",12081948,0.0366338137460863,0,425900,"Renewables"
"155","2018",203,7,203,"coal",11979296,0.191026618325913,2301119.821,2298821,"Fossil Fuels"
"156","2018",203,7,203,"hydro",11979296,0.0505494306633995,0,620445,"Renewables"
"157","2018",203,7,203,"natgas",11979296,0.284512727621645,1476847.944,3442536,"Fossil Fuels"
"158","2018",203,7,203,"nuclear",11979296,0.128509843435661,0,1504675,"Renewables"
"159","2018",203,7,203,"oil",11979296,0.00989097520848179,106866.254,118477,"Fossil Fuels"
"160","2018",203,7,203,"solar",11979296,0.0146955606211274,0,192556,"Renewables"
"161","2018",203,7,203,"wind",11979296,0.0334883556859818,0,376525,"Renewables"
"162","2018",204,7,204,"coal",13109570,0.190209816089886,2491084.596,2488596,"Fossil Fuels"
"163","2018",204,7,204,"hydro",13109570,0.0533020124073251,0,720629,"Renewables"
"164","2018",204,7,204,"natgas",13109570,0.294759656584433,1675512.696,3905624,"Fossil Fuels"
"165","2018",204,7,204,"nuclear",13109570,0.117676402410459,0,1502794,"Renewables"
"166","2018",204,7,204,"oil",13109570,0.0102758599211376,122191.234,135467,"Fossil Fuels"
"167","2018",204,7,204,"solar",13109570,0.012997038994398,0,189767,"Renewables"
"168","2018",204,7,204,"wind",13109570,0.0299473031732064,0,376697,"Renewables"
"169","2018",205,7,205,"coal",13371140,0.192697360649108,2568028.463,2565463,"Fossil Fuels"
"170","2018",205,7,205,"hydro",13371140,0.0517971855002509,0,714311,"Renewables"
"171","2018",205,7,205,"natgas",13371140,0.30036579403909,1741580.412,4059628,"Fossil Fuels"
"172","2018",205,7,205,"nuclear",13371140,0.114811352146343,0,1499171,"Renewables"
"173","2018",205,7,205,"oil",13371140,0.0108370741422951,132574.156,146978,"Fossil Fuels"
"174","2018",205,7,205,"solar",13371140,0.0119125570974962,0,177209,"Renewables"
"175","2018",205,7,205,"wind",13371140,0.0249671187487404,0,316398,"Renewables"
"176","2018",206,7,206,"coal",13556526,0.190038754978558,2569301.735,2566735,"Fossil Fuels"
"177","2018",206,7,206,"hydro",13556526,0.0507355851239191,0,709451,"Renewables"
"178","2018",206,7,206,"natgas",13556526,0.302597633312553,1776254.337,4140453,"Fossil Fuels"
"179","2018",206,7,206,"nuclear",13556526,0.120226945720566,0,1590093,"Renewables"
"180","2018",206,7,206,"oil",13556526,0.00985742901069967,121596.816,134808,"Fossil Fuels"
"181","2018",206,7,206,"solar",13556526,0.0122080021125428,0,185131,"Renewables"
"182","2018",206,7,206,"wind",13556526,0.0267134077754419,0,350388,"Renewables"
"183","2018",207,7,207,"coal",13474331,0.191235519746964,2573638.067,2571067,"Fossil Fuels"
"184","2018",207,7,207,"hydro",13474331,0.0508367207740451,0,708617,"Renewables"
"185","2018",207,7,207,"natgas",13474331,0.296314896365558,1729940.355,4032495,"Fossil Fuels"
"186","2018",207,7,207,"nuclear",13474331,0.122006261333738,0,1602550,"Renewables"
"187","2018",207,7,207,"oil",13474331,0.00940648875277928,114732.596,127198,"Fossil Fuels"
"188","2018",207,7,207,"solar",13474331,0.0125042278683286,0,188941,"Renewables"
"189","2018",207,7,207,"wind",13474331,0.0274186599455916,0,352121,"Renewables"
"190","2018",208,7,208,"coal",13114144,0.195422877294887,2563549.989,2560989,"Fossil Fuels"
"191","2018",208,7,208,"hydro",13114144,0.0524487176315182,0,709984,"Renewables"
"192","2018",208,7,208,"natgas",13114144,0.297902575329711,1689422.163,3938047,"Fossil Fuels"
"193","2018",208,7,208,"nuclear",13114144,0.124943268052265,0,1600967,"Renewables"
"194","2018",208,7,208,"oil",13114144,0.00917614802567536,109987.174,121937,"Fossil Fuels"
"195","2018",208,7,208,"solar",13114144,0.0125743294872016,0,185457,"Renewables"
"196","2018",208,7,208,"wind",13114144,0.02134043067788,0,265137,"Renewables"
"197","2018",209,7,209,"coal",12242218,0.194989069787483,2384344.963,2381963,"Fossil Fuels"
"198","2018",209,7,209,"hydro",12242218,0.0504913563663261,0,636643,"Renewables"
"199","2018",209,7,209,"natgas",12242218,0.290929303700435,1542921.237,3596553,"Fossil Fuels"
"200","2018",209,7,209,"nuclear",12242218,0.13379189289609,0,1603386,"Renewables"
"201","2018",209,7,209,"oil",12242218,0.00865320240498497,96654.712,107156,"Fossil Fuels"
"202","2018",209,7,209,"solar",12242218,0.0138904889141472,0,188886,"Renewables"
"203","2018",209,7,209,"wind",12242218,0.0229326223554884,0,265744,"Renewables"
"204","2018",210,7,210,"coal",11930552,0.193102364832794,2311765.456,2309456,"Fossil Fuels"
"205","2018",210,7,210,"hydro",11930552,0.0499895236017147,0,614664,"Renewables"
"206","2018",210,7,210,"natgas",11930552,0.286313204280683,1480677.198,3451462,"Fossil Fuels"
"207","2018",210,7,210,"nuclear",11930552,0.137944340727828,0,1606916,"Renewables"
"208","2018",210,7,210,"oil",11930552,0.00846315844978262,91072.234,100967,"Fossil Fuels"
"209","2018",210,7,210,"solar",11930552,0.0127894716014854,0,167013,"Renewables"
"210","2018",210,7,210,"wind",11930552,0.0249206071357469,0,278974,"Renewables"
"211","2018",211,7,211,"coal",12606403,0.197513107914415,2491732.243,2489243,"Fossil Fuels"
"212","2018",211,7,211,"hydro",12606403,0.0547132627763824,0,712468,"Renewables"
"213","2018",211,7,211,"natgas",12606403,0.292156038597755,1594546.668,3716892,"Fossil Fuels"
"214","2018",211,7,211,"nuclear",12606403,0.129162005229591,0,1592027,"Renewables"
"215","2018",211,7,211,"oil",12606403,0.00933649503852007,107416.474,119087,"Fossil Fuels"
"216","2018",211,7,211,"solar",12606403,0.0116555751068991,0,163829,"Renewables"
"217","2018",211,7,211,"wind",12606403,0.0248791644399144,0,296694,"Renewables"
"218","2018",212,7,212,"coal",12595693,0.198364329339801,2492041.552,2489552,"Fossil Fuels"
"219","2018",212,7,212,"hydro",12595693,0.0528205189817049,0,686458,"Renewables"
"220","2018",212,7,212,"natgas",12595693,0.295466102331288,1606879.56,3745640,"Fossil Fuels"
"221","2018",212,7,212,"nuclear",12595693,0.127989951819745,0,1580989,"Renewables"
"222","2018",212,7,212,"oil",12595693,0.00910124654868369,103965.422,115261,"Fossil Fuels"
"223","2018",212,7,212,"solar",12595693,0.0113764175350908,0,159389,"Renewables"
"224","2018",212,7,212,"wind",12595693,0.0204917872817105,0,248034,"Renewables"
"225","2018",213,8,213,"coal",12850180,0.187015401325482,2402377.978,2399978,"Fossil Fuels"
"226","2018",213,8,213,"hydro",12850180,0.0504097796008031,0,667341,"Renewables"
"227","2018",213,8,213,"natgas",12850180,0.292843804346726,1628251.482,3795458,"Fossil Fuels"
"228","2018",213,8,213,"nuclear",12850180,0.126263908435974,0,1585200,"Renewables"
"229","2018",213,8,213,"oil",12850180,0.00914230116075643,107166.62,118810,"Fossil Fuels"
"230","2018",213,8,213,"solar",12850180,0.012169167834443,0,174242,"Renewables"
"231","2018",213,8,213,"wind",12850180,0.0281384119857023,0,347240,"Renewables"
"232","2018",214,8,214,"coal",13036137,0.185705384072397,2422136.717,2419717,"Fossil Fuels"
"233","2018",214,8,214,"hydro",13036137,0.0494046333062056,0,660973,"Renewables"
"234","2018",214,8,214,"natgas",13036137,0.290206880355543,1640547.909,3824121,"Fossil Fuels"
"235","2018",214,8,214,"nuclear",13036137,0.124934089065815,0,1591155,"Renewables"
"236","2018",214,8,214,"oil",13036137,0.00935510870152564,111610.774,123737,"Fossil Fuels"
"237","2018",214,8,214,"solar",13036137,0.0113012175404764,0,164791,"Renewables"
"238","2018",214,8,214,"wind",13036137,0.0343932966414022,0,426810,"Renewables"
"239","2018",215,8,215,"coal",13100858,0.181598746974466,2382593.213,2380213,"Fossil Fuels"
"240","2018",215,8,215,"hydro",13100858,0.0500280963883387,0,671829,"Renewables"
"241","2018",215,8,215,"natgas",13100858,0.28009355126619,1591677.945,3710205,"Fossil Fuels"
"242","2018",215,8,215,"nuclear",13100858,0.12471665499275,0,1595439,"Renewables"
"243","2018",215,8,215,"oil",13100858,0.00875229968771134,105023.468,116434,"Fossil Fuels"
"244","2018",215,8,215,"solar",13100858,0.0127908121585253,0,188036,"Renewables"
"245","2018",215,8,215,"wind",13100858,0.0491184046914019,0,622721,"Renewables"
"246","2018",216,8,216,"coal",12760937,0.18747322127318,2392569.179,2390179,"Fossil Fuels"
"247","2018",216,8,216,"hydro",12760937,0.0499128669306405,0,652435,"Renewables"
"248","2018",216,8,216,"natgas",12760937,0.273670965550429,1514825.169,3531061,"Fossil Fuels"
"249","2018",216,8,216,"nuclear",12760937,0.128399733788391,0,1597048,"Renewables"
"250","2018",216,8,216,"oil",12760937,0.00746632147002093,86623.57,96035,"Fossil Fuels"
"251","2018",216,8,216,"solar",12760937,0.0132409343720952,0,188306,"Renewables"
"252","2018",216,8,216,"wind",12760937,0.0444115610564124,0,546952,"Renewables"
"253","2018",217,8,217,"coal",12991042,0.187030033922475,2433102.672,2430672,"Fossil Fuels"
"254","2018",217,8,217,"hydro",12991042,0.0473176803525994,0,629845,"Renewables"
"255","2018",217,8,217,"natgas",12991042,0.273878287231318,1548003.6,3608400,"Fossil Fuels"
"256","2018",217,8,217,"nuclear",12991042,0.126825968398009,0,1596961,"Renewables"
"257","2018",217,8,217,"oil",12991042,0.00802584501360649,96595.18,107090,"Fossil Fuels"
"258","2018",217,8,217,"solar",12991042,0.0140432651132477,0,203033,"Renewables"
"259","2018",217,8,217,"wind",12991042,0.0423040954138797,0,523012,"Renewables"
"260","2018",218,8,218,"coal",14006849,0.191334163730219,2666685.021,2664021,"Fossil Fuels"
"261","2018",218,8,218,"hydro",14006849,0.048544922358177,0,705250,"Renewables"
"262","2018",218,8,218,"natgas",14006849,0.293206984851464,1786713.786,4164834,"Fossil Fuels"
"263","2018",218,8,218,"nuclear",14006849,0.117465986193014,0,1598043,"Renewables"
"264","2018",218,8,218,"oil",14006849,0.00930185706256318,119880.31,132905,"Fossil Fuels"
"265","2018",218,8,218,"solar",14006849,0.0128438275131931,0,202488,"Renewables"
"266","2018",218,8,218,"wind",14006849,0.028243479992171,0,372847,"Renewables"
"267","2018",219,8,219,"coal",13907301,0.193821239091336,2684897.215,2682215,"Fossil Fuels"
"268","2018",219,8,219,"hydro",13907301,0.0492849074840968,0,708846,"Renewables"
"269","2018",219,8,219,"natgas",13907301,0.301735004597362,1820736.06,4244140,"Fossil Fuels"
"270","2018",219,8,219,"nuclear",13907301,0.118550001543054,0,1609623,"Renewables"
"271","2018",219,8,219,"oil",13907301,0.0089012564954719,112955.656,125228,"Fossil Fuels"
"272","2018",219,8,219,"solar",13907301,0.0125723513731592,0,196152,"Renewables"
"273","2018",219,8,219,"wind",13907301,0.0212556417743022,0,276881,"Renewables"
"274","2018",220,8,220,"coal",13763066,0.19314125899049,2651023.375,2648375,"Fossil Fuels"
"275","2018",220,8,220,"hydro",13763066,0.0494641504411456,0,703159,"Renewables"
"276","2018",220,8,220,"natgas",13763066,0.297188928460054,1772605.263,4131947,"Fossil Fuels"
"277","2018",220,8,220,"nuclear",13763066,0.12001155712578,0,1610791,"Renewables"
"278","2018",220,8,220,"oil",13763066,0.00906712390051941,114988.764,127482,"Fossil Fuels"
"279","2018",220,8,220,"solar",13763066,0.0122383173421969,0,188720,"Renewables"
"280","2018",220,8,220,"wind",13763066,0.0235297408880801,0,303636,"Renewables"
"281","2018",221,8,221,"coal",13674693,0.194992393724276,2656193.54,2653540,"Fossil Fuels"
"282","2018",221,8,221,"hydro",13674693,0.0517163277098538,0,731470,"Renewables"
"283","2018",221,8,221,"natgas",13674693,0.2971501953431,1763129.082,4109858,"Fossil Fuels"
"284","2018",221,8,221,"nuclear",13674693,0.121091709800894,0,1613348,"Renewables"
"285","2018",221,8,221,"oil",13674693,0.00863335617840035,108781.2,120600,"Fossil Fuels"
"286","2018",221,8,221,"solar",13674693,0.0113345129988874,0,174574,"Renewables"
"287","2018",221,8,221,"wind",13674693,0.0180476963855231,0,227797,"Renewables"
"288","2018",222,8,222,"coal",13299552,0.198951834953182,2631500.872,2628872,"Fossil Fuels"
"289","2018",222,8,222,"hydro",13299552,0.0517816613895185,0,707426,"Renewables"
"290","2018",222,8,222,"natgas",13299552,0.283900896084086,1633778.718,3808342,"Fossil Fuels"
"291","2018",222,8,222,"nuclear",13299552,0.123658363651993,0,1608108,"Renewables"
"292","2018",222,8,222,"oil",13299552,0.00811713981882646,99404.008,110204,"Fossil Fuels"
"293","2018",222,8,222,"solar",13299552,0.0112912506578013,0,168743,"Renewables"
"294","2018",222,8,222,"wind",13299552,0.0204412032685431,0,267225,"Renewables"
"295","2018",223,8,223,"coal",12317481,0.204160257513296,2507972.467,2505467,"Fossil Fuels"
"296","2018",223,8,223,"hydro",12317481,0.0471034468121379,0,594478,"Renewables"
"297","2018",223,8,223,"natgas",12317481,0.268451066753472,1431244.815,3336235,"Fossil Fuels"
"298","2018",223,8,223,"nuclear",12317481,0.132640756537591,0,1602095,"Renewables"
"299","2018",223,8,223,"oil",12317481,0.00856989211303409,96935.234,107467,"Fossil Fuels"
"300","2018",223,8,223,"solar",12317481,0.0120220871222339,0,164482,"Renewables"
"301","2018",223,8,223,"wind",12317481,0.0257659439875324,0,311689,"Renewables"
"302","2018",224,8,224,"coal",12143005,0.203556917745408,2468682.216,2466216,"Fossil Fuels"
"303","2018",224,8,224,"hydro",12143005,0.0459382948292812,0,575094,"Renewables"
"304","2018",224,8,224,"natgas",12143005,0.269589495452869,1419315.183,3308427,"Fossil Fuels"
"305","2018",224,8,224,"nuclear",12143005,0.135593753892618,0,1605499,"Renewables"
"306","2018",224,8,224,"oil",12143005,0.00850843628575537,94816.436,105118,"Fossil Fuels"
"307","2018",224,8,224,"solar",12143005,0.012732136671416,0,171685,"Renewables"
"308","2018",224,8,224,"wind",12143005,0.0268226442552554,0,316621,"Renewables"
"309","2018",225,8,225,"coal",12958447,0.200890663355575,2595777.184,2593184,"Fossil Fuels"
"310","2018",225,8,225,"hydro",12958447,0.0473380486206034,0,634099,"Renewables"
"311","2018",225,8,225,"natgas",12958447,0.281596610298623,1583088.078,3690182,"Fossil Fuels"
