"","X","Data","EBA.US48.ALL.D.H","Year","day","month","hour","wday","value"
"1","",2015-06-30 22:00:00,162827,2015,30,6,22,26,162827
"2","",2015-06-30 23:00:00,335153,2015,30,6,23,26,335153
"3","",2015-07-01 00:00:00,333837,2015,1,7,0,26,333837
"4","",2015-07-01 01:00:00,398386,2015,1,7,1,26,398386
"5","",2015-07-01 02:00:00,388954,2015,1,7,2,26,388954
"6","",2015-07-01 03:00:00,392487,2015,1,7,3,26,392487
"7","",2015-07-01 04:00:00,404647,2015,1,7,4,26,404647
"8","",2015-07-01 05:00:00,422227,2015,1,7,5,26,422227
"9","",2015-07-01 06:00:00,442131,2015,1,7,6,26,442131
"10","",2015-07-01 07:00:00,464371,2015,1,7,7,26,464371
"11","",2015-07-01 08:00:00,491512,2015,1,7,8,26,491512
"12","",2015-07-01 09:00:00,518043,2015,1,7,9,26,518043
"13","",2015-07-01 10:00:00,540514,2015,1,7,10,26,540514
"14","",2015-07-01 11:00:00,560701,2015,1,7,11,26,560701
"15","",2015-07-01 12:00:00,576400,2015,1,7,12,26,576400
"16","",2015-07-01 13:00:00,587405,2015,1,7,13,26,587405
"17","",2015-07-01 14:00:00,594477,2015,1,7,14,26,594477
"18","",2015-07-01 15:00:00,595242,2015,1,7,15,26,595242
"19","",2015-07-01 16:00:00,586317,2015,1,7,16,26,586317
"20","",2015-07-01 17:00:00,572656,2015,1,7,17,26,572656
"21","",2015-07-01 18:00:00,554682,2015,1,7,18,26,554682
"22","",2015-07-01 19:00:00,543332,2015,1,7,19,26,543332
"23","",2015-07-01 20:00:00,520871,2015,1,7,20,26,520871
"24","",2015-07-01 21:00:00,485722,2015,1,7,21,26,485722
"25","",2015-07-01 22:00:00,453284,2015,1,7,22,26,453284
"26","",2015-07-01 23:00:00,429199,2015,1,7,23,26,429199
"27","",2015-07-02 00:00:00,407007,2015,2,7,0,27,407007
"28","",2015-07-02 01:00:00,395194,2015,2,7,1,27,395194
"29","",2015-07-02 02:00:00,387654,2015,2,7,2,27,387654
"30","",2015-07-02 03:00:00,390157,2015,2,7,3,27,390157
"31","",2015-07-02 04:00:00,401643,2015,2,7,4,27,401643
"32","",2015-07-02 05:00:00,417369,2015,2,7,5,27,417369
"33","",2015-07-02 06:00:00,437741,2015,2,7,6,27,437741
"34","",2015-07-02 07:00:00,459562,2015,2,7,7,27,459562
"35","",2015-07-02 08:00:00,485186,2015,2,7,8,27,485186
"36","",2015-07-02 09:00:00,509369,2015,2,7,9,27,509369
"37","",2015-07-02 10:00:00,529809,2015,2,7,10,27,529809
"38","",2015-07-02 11:00:00,546611,2015,2,7,11,27,546611
"39","",2015-07-02 12:00:00,558445,2015,2,7,12,27,558445
"40","",2015-07-02 13:00:00,565833,2015,2,7,13,27,565833
"41","",2015-07-02 14:00:00,569351,2015,2,7,14,27,569351
"42","",2015-07-02 15:00:00,569616,2015,2,7,15,27,569616
"43","",2015-07-02 16:00:00,561747,2015,2,7,16,27,561747
"44","",2015-07-02 17:00:00,549867,2015,2,7,17,27,549867
"45","",2015-07-02 18:00:00,533110,2015,2,7,18,27,533110
"46","",2015-07-02 19:00:00,522864,2015,2,7,19,27,522864
"47","",2015-07-02 20:00:00,501272,2015,2,7,20,27,501272
"48","",2015-07-02 21:00:00,470322,2015,2,7,21,27,470322
"49","",2015-07-02 22:00:00,440084,2015,2,7,22,27,440084
"50","",2015-07-02 23:00:00,415203,2015,2,7,23,27,415203
"51","",2015-07-03 00:00:00,394227,2015,3,7,0,27,394227
"52","",2015-07-03 01:00:00,383147,2015,3,7,1,27,383147
"53","",2015-07-03 02:00:00,373941,2015,3,7,2,27,373941
"54","",2015-07-03 03:00:00,371552,2015,3,7,3,27,371552
"55","",2015-07-03 04:00:00,373312,2015,3,7,4,27,373312
"56","",2015-07-03 05:00:00,380160,2015,3,7,5,27,380160
"57","",2015-07-03 06:00:00,396051,2015,3,7,6,27,396051
"58","",2015-07-03 07:00:00,418789,2015,3,7,7,27,418789
"59","",2015-07-03 08:00:00,444329,2015,3,7,8,27,444329
"60","",2015-07-03 09:00:00,466734,2015,3,7,9,27,466734
"61","",2015-07-03 10:00:00,487268,2015,3,7,10,27,487268
"62","",2015-07-03 11:00:00,504422,2015,3,7,11,27,504422
"63","",2015-07-03 12:00:00,518545,2015,3,7,12,27,518545
"64","",2015-07-03 13:00:00,528781,2015,3,7,13,27,528781
"65","",2015-07-03 14:00:00,536381,2015,3,7,14,27,536381
"66","",2015-07-03 15:00:00,539823,2015,3,7,15,27,539823
"67","",2015-07-03 16:00:00,534988,2015,3,7,16,27,534988
"68","",2015-07-03 17:00:00,523996,2015,3,7,17,27,523996
"69","",2015-07-03 18:00:00,510066,2015,3,7,18,27,510066
"70","",2015-07-03 19:00:00,500554,2015,3,7,19,27,500554
"71","",2015-07-03 20:00:00,482726,2015,3,7,20,27,482726
"72","",2015-07-03 21:00:00,455366,2015,3,7,21,27,455366
"73","",2015-07-03 22:00:00,428928,2015,3,7,22,27,428928
"74","",2015-07-03 23:00:00,403685,2015,3,7,23,27,403685
"75","",2015-07-04 00:00:00,384331,2015,4,7,0,27,384331
"76","",2015-07-04 01:00:00,373639,2015,4,7,1,27,373639
"77","",2015-07-04 02:00:00,363002,2015,4,7,2,27,363002
"78","",2015-07-04 03:00:00,357789,2015,4,7,3,27,357789
"79","",2015-07-04 04:00:00,355088,2015,4,7,4,27,355088
"80","",2015-07-04 05:00:00,356956,2015,4,7,5,27,356956
"81","",2015-07-04 06:00:00,371087,2015,4,7,6,27,371087
"82","",2015-07-04 07:00:00,396040,2015,4,7,7,27,396040
"83","",2015-07-04 08:00:00,423956,2015,4,7,8,27,423956
"84","",2015-07-04 09:00:00,450542,2015,4,7,9,27,450542
"85","",2015-07-04 10:00:00,472985,2015,4,7,10,27,472985
"86","",2015-07-04 11:00:00,490561,2015,4,7,11,27,490561
"87","",2015-07-04 12:00:00,502921,2015,4,7,12,27,502921
"88","",2015-07-04 13:00:00,512645,2015,4,7,13,27,512645
"89","",2015-07-04 14:00:00,519700,2015,4,7,14,27,519700
"90","",2015-07-04 15:00:00,521413,2015,4,7,15,27,521413
"91","",2015-07-04 16:00:00,515522,2015,4,7,16,27,515522
"92","",2015-07-04 17:00:00,501977,2015,4,7,17,27,501977
"93","",2015-07-04 18:00:00,482706,2015,4,7,18,27,482706
"94","",2015-07-04 19:00:00,469315,2015,4,7,19,27,469315
"95","",2015-07-04 20:00:00,454492,2015,4,7,20,27,454492
"96","",2015-07-04 21:00:00,436638,2015,4,7,21,27,436638
"97","",2015-07-04 22:00:00,414372,2015,4,7,22,27,414372
"98","",2015-07-04 23:00:00,391943,2015,4,7,23,27,391943
"99","",2015-07-05 00:00:00,374853,2015,5,7,0,27,374853
"100","",2015-07-05 01:00:00,366221,2015,5,7,1,27,366221
"101","",2015-07-05 02:00:00,357581,2015,5,7,2,27,357581
"102","",2015-07-05 03:00:00,352403,2015,5,7,3,27,352403
"103","",2015-07-05 04:00:00,348599,2015,5,7,4,27,348599
"104","",2015-07-05 05:00:00,351157,2015,5,7,5,27,351157
"105","",2015-07-05 06:00:00,368197,2015,5,7,6,27,368197
"106","",2015-07-05 07:00:00,393860,2015,5,7,7,27,393860
"107","",2015-07-05 08:00:00,423719,2015,5,7,8,27,423719
"108","",2015-07-05 09:00:00,452969,2015,5,7,9,27,452969
"109","",2015-07-05 10:00:00,480469,2015,5,7,10,27,480469
"110","",2015-07-05 11:00:00,503990,2015,5,7,11,27,503990
"111","",2015-07-05 12:00:00,521951,2015,5,7,12,27,521951
"112","",2015-07-05 13:00:00,535678,2015,5,7,13,27,535678
"113","",2015-07-05 14:00:00,545454,2015,5,7,14,27,545454
"114","",2015-07-05 15:00:00,550003,2015,5,7,15,27,550003
"115","",2015-07-05 16:00:00,547755,2015,5,7,16,27,547755
"116","",2015-07-05 17:00:00,538399,2015,5,7,17,27,538399
"117","",2015-07-05 18:00:00,524023,2015,5,7,18,27,524023
"118","",2015-07-05 19:00:00,515913,2015,5,7,19,27,515913
"119","",2015-07-05 20:00:00,497970,2015,5,7,20,27,497970
"120","",2015-07-05 21:00:00,467812,2015,5,7,21,27,467812
"121","",2015-07-05 22:00:00,438224,2015,5,7,22,27,438224
"122","",2015-07-05 23:00:00,414590,2015,5,7,23,27,414590
"123","",2015-07-06 00:00:00,395547,2015,6,7,0,27,395547
"124","",2015-07-06 01:00:00,386688,2015,6,7,1,27,386688
"125","",2015-07-06 02:00:00,380838,2015,6,7,2,27,380838
"126","",2015-07-06 03:00:00,385464,2015,6,7,3,27,385464
"127","",2015-07-06 04:00:00,398533,2015,6,7,4,27,398533
"128","",2015-07-06 05:00:00,420832,2015,6,7,5,27,420832
"129","",2015-07-06 06:00:00,446871,2015,6,7,6,27,446871
"130","",2015-07-06 07:00:00,474788,2015,6,7,7,27,474788
"131","",2015-07-06 08:00:00,506007,2015,6,7,8,27,506007
"132","",2015-07-06 09:00:00,536868,2015,6,7,9,27,536868
"133","",2015-07-06 10:00:00,563797,2015,6,7,10,27,563797
"134","",2015-07-06 11:00:00,589744,2015,6,7,11,27,589744
"135","",2015-07-06 12:00:00,605239,2015,6,7,12,27,605239
"136","",2015-07-06 13:00:00,615340,2015,6,7,13,27,615340
"137","",2015-07-06 14:00:00,621261,2015,6,7,14,27,621261
"138","",2015-07-06 15:00:00,623522,2015,6,7,15,27,623522
"139","",2015-07-06 16:00:00,615818,2015,6,7,16,27,615818
"140","",2015-07-06 17:00:00,601361,2015,6,7,17,27,601361
"141","",2015-07-06 18:00:00,581218,2015,6,7,18,27,581218
"142","",2015-07-06 19:00:00,568149,2015,6,7,19,27,568149
"143","",2015-07-06 20:00:00,542142,2015,6,7,20,27,542142
"144","",2015-07-06 21:00:00,505672,2015,6,7,21,27,505672
"145","",2015-07-06 22:00:00,470729,2015,6,7,22,27,470729
"146","",2015-07-06 23:00:00,442811,2015,6,7,23,27,442811
"147","",2015-07-07 00:00:00,420969,2015,7,7,0,27,420969
"148","",2015-07-07 01:00:00,409642,2015,7,7,1,27,409642
"149","",2015-07-07 02:00:00,402985,2015,7,7,2,27,402985
"150","",2015-07-07 03:00:00,407068,2015,7,7,3,27,407068
"151","",2015-07-07 04:00:00,421136,2015,7,7,4,27,421136
"152","",2015-07-07 05:00:00,441560,2015,7,7,5,27,441560
"153","",2015-07-07 06:00:00,464681,2015,7,7,6,27,464681
"154","",2015-07-07 07:00:00,491014,2015,7,7,7,27,491014
"155","",2015-07-07 08:00:00,520354,2015,7,7,8,27,520354
"156","",2015-07-07 09:00:00,548163,2015,7,7,9,27,548163
"157","",2015-07-07 10:00:00,569321,2015,7,7,10,27,569321
"158","",2015-07-07 11:00:00,586642,2015,7,7,11,27,586642
"159","",2015-07-07 12:00:00,597474,2015,7,7,12,27,597474
"160","",2015-07-07 13:00:00,603058,2015,7,7,13,27,603058
"161","",2015-07-07 14:00:00,604647,2015,7,7,14,27,604647
"162","",2015-07-07 15:00:00,603780,2015,7,7,15,27,603780
"163","",2015-07-07 16:00:00,595497,2015,7,7,16,27,595497
"164","",2015-07-07 17:00:00,581339,2015,7,7,17,27,581339
"165","",2015-07-07 18:00:00,564321,2015,7,7,18,27,564321
"166","",2015-07-07 19:00:00,553340,2015,7,7,19,27,553340
"167","",2015-07-07 20:00:00,528957,2015,7,7,20,27,528957
"168","",2015-07-07 21:00:00,494752,2015,7,7,21,27,494752
"169","",2015-07-07 22:00:00,462961,2015,7,7,22,27,462961
"170","",2015-07-07 23:00:00,437583,2015,7,7,23,27,437583
"171","",2015-07-08 00:00:00,416753,2015,8,7,0,27,416753
"172","",2015-07-08 01:00:00,405718,2015,8,7,1,27,405718
"173","",2015-07-08 02:00:00,399035,2015,8,7,2,27,399035
"174","",2015-07-08 03:00:00,402850,2015,8,7,3,27,402850
"175","",2015-07-08 04:00:00,416976,2015,8,7,4,27,416976
"176","",2015-07-08 05:00:00,434829,2015,8,7,5,27,434829
"177","",2015-07-08 06:00:00,456051,2015,8,7,6,27,456051
"178","",2015-07-08 07:00:00,478751,2015,8,7,7,27,478751
"179","",2015-07-08 08:00:00,505965,2015,8,7,8,27,505965
"180","",2015-07-08 09:00:00,531366,2015,8,7,9,27,531366
"181","",2015-07-08 10:00:00,552901,2015,8,7,10,27,552901
"182","",2015-07-08 11:00:00,569979,2015,8,7,11,27,569979
"183","",2015-07-08 12:00:00,583083,2015,8,7,12,27,583083
"184","",2015-07-08 13:00:00,589376,2015,8,7,13,27,589376
"185","",2015-07-08 14:00:00,591145,2015,8,7,14,27,591145
"186","",2015-07-08 15:00:00,589491,2015,8,7,15,27,589491
"187","",2015-07-08 16:00:00,583168,2015,8,7,16,27,583168
"188","",2015-07-08 17:00:00,572032,2015,8,7,17,27,572032
"189","",2015-07-08 18:00:00,556190,2015,8,7,18,27,556190
"190","",2015-07-08 19:00:00,546810,2015,8,7,19,27,546810
"191","",2015-07-08 20:00:00,523743,2015,8,7,20,27,523743
"192","",2015-07-08 21:00:00,490385,2015,8,7,21,27,490385
"193","",2015-07-08 22:00:00,459870,2015,8,7,22,27,459870
"194","",2015-07-08 23:00:00,434165,2015,8,7,23,27,434165
"195","",2015-07-09 00:00:00,413711,2015,9,7,0,28,413711
"196","",2015-07-09 01:00:00,402481,2015,9,7,1,28,402481
"197","",2015-07-09 02:00:00,395743,2015,9,7,2,28,395743
"198","",2015-07-09 03:00:00,400413,2015,9,7,3,28,400413
"199","",2015-07-09 04:00:00,415287,2015,9,7,4,28,415287
"200","",2015-07-09 05:00:00,433812,2015,9,7,5,28,433812
"201","",2015-07-09 06:00:00,455226,2015,9,7,6,28,455226
"202","",2015-07-09 07:00:00,479933,2015,9,7,7,28,479933
"203","",2015-07-09 08:00:00,508105,2015,9,7,8,28,508105
"204","",2015-07-09 09:00:00,535096,2015,9,7,9,28,535096
"205","",2015-07-09 10:00:00,557013,2015,9,7,10,28,557013
"206","",2015-07-09 11:00:00,576290,2015,9,7,11,28,576290
"207","",2015-07-09 12:00:00,590510,2015,9,7,12,28,590510
"208","",2015-07-09 13:00:00,600423,2015,9,7,13,28,600423
"209","",2015-07-09 14:00:00,606757,2015,9,7,14,28,606757
"210","",2015-07-09 15:00:00,607992,2015,9,7,15,28,607992
"211","",2015-07-09 16:00:00,600910,2015,9,7,16,28,600910
"212","",2015-07-09 17:00:00,587071,2015,9,7,17,28,587071
"213","",2015-07-09 18:00:00,568610,2015,9,7,18,28,568610
"214","",2015-07-09 19:00:00,555377,2015,9,7,19,28,555377
"215","",2015-07-09 20:00:00,531088,2015,9,7,20,28,531088
"216","",2015-07-09 21:00:00,497102,2015,9,7,21,28,497102
"217","",2015-07-09 22:00:00,464134,2015,9,7,22,28,464134
"218","",2015-07-09 23:00:00,439444,2015,9,7,23,28,439444
"219","",2015-07-10 00:00:00,416798,2015,10,7,0,28,416798
"220","",2015-07-10 01:00:00,404413,2015,10,7,1,28,404413
"221","",2015-07-10 02:00:00,396409,2015,10,7,2,28,396409
"222","",2015-07-10 03:00:00,399157,2015,10,7,3,28,399157
"223","",2015-07-10 04:00:00,410814,2015,10,7,4,28,410814
"224","",2015-07-10 05:00:00,429427,2015,10,7,5,28,429427
"225","",2015-07-10 06:00:00,452385,2015,10,7,6,28,452385
"226","",2015-07-10 07:00:00,480259,2015,10,7,7,28,480259
"227","",2015-07-10 08:00:00,510769,2015,10,7,8,28,510769
"228","",2015-07-10 09:00:00,539582,2015,10,7,9,28,539582
"229","",2015-07-10 10:00:00,562007,2015,10,7,10,28,562007
"230","",2015-07-10 11:00:00,580803,2015,10,7,11,28,580803
"231","",2015-07-10 12:00:00,596045,2015,10,7,12,28,596045
"232","",2015-07-10 13:00:00,605642,2015,10,7,13,28,605642
"233","",2015-07-10 14:00:00,612238,2015,10,7,14,28,612238
"234","",2015-07-10 15:00:00,612494,2015,10,7,15,28,612494
"235","",2015-07-10 16:00:00,603834,2015,10,7,16,28,603834
"236","",2015-07-10 17:00:00,587174,2015,10,7,17,28,587174
"237","",2015-07-10 18:00:00,568304,2015,10,7,18,28,568304
"238","",2015-07-10 19:00:00,553155,2015,10,7,19,28,553155
"239","",2015-07-10 20:00:00,537202,2015,10,7,20,28,537202
"240","",2015-07-10 21:00:00,497571,2015,10,7,21,28,497571
"241","",2015-07-10 22:00:00,465592,2015,10,7,22,28,465592
"242","",2015-07-10 23:00:00,436874,2015,10,7,23,28,436874
"243","",2015-07-11 00:00:00,415135,2015,11,7,0,28,415135
"244","",2015-07-11 01:00:00,398333,2015,11,7,1,28,398333
"245","",2015-07-11 02:00:00,387369,2015,11,7,2,28,387369
"246","",2015-07-11 03:00:00,382586,2015,11,7,3,28,382586
"247","",2015-07-11 04:00:00,382347,2015,11,7,4,28,382347
"248","",2015-07-11 05:00:00,388981,2015,11,7,5,28,388981
"249","",2015-07-11 06:00:00,411386,2015,11,7,6,28,411386
"250","",2015-07-11 07:00:00,441399,2015,11,7,7,28,441399
"251","",2015-07-11 08:00:00,476195,2015,11,7,8,28,476195
"252","",2015-07-11 09:00:00,508693,2015,11,7,9,28,508693
"253","",2015-07-11 10:00:00,535117,2015,11,7,10,28,535117
"254","",2015-07-11 11:00:00,555206,2015,11,7,11,28,555206
"255","",2015-07-11 12:00:00,569949,2015,11,7,12,28,569949
"256","",2015-07-11 13:00:00,580793,2015,11,7,13,28,580793
"257","",2015-07-11 14:00:00,588357,2015,11,7,14,28,588357
"258","",2015-07-11 15:00:00,590674,2015,11,7,15,28,590674
"259","",2015-07-11 16:00:00,585565,2015,11,7,16,28,585565
"260","",2015-07-11 17:00:00,572182,2015,11,7,17,28,572182
"261","",2015-07-11 18:00:00,557178,2015,11,7,18,28,557178
"262","",2015-07-11 19:00:00,545278,2015,11,7,19,28,545278
"263","",2015-07-11 20:00:00,521572,2015,11,7,20,28,521572
"264","",2015-07-11 21:00:00,500055,2015,11,7,21,28,500055
"265","",2015-07-11 22:00:00,462786,2015,11,7,22,28,462786
"266","",2015-07-11 23:00:00,435470,2015,11,7,23,28,435470
"267","",2015-07-12 00:00:00,413008,2015,12,7,0,28,413008
"268","",2015-07-12 01:00:00,395793,2015,12,7,1,28,395793
"269","",2015-07-12 02:00:00,384439,2015,12,7,2,28,384439
"270","",2015-07-12 03:00:00,378391,2015,12,7,3,28,378391
"271","",2015-07-12 04:00:00,375454,2015,12,7,4,28,375454
"272","",2015-07-12 05:00:00,379065,2015,12,7,5,28,379065
"273","",2015-07-12 06:00:00,398175,2015,12,7,6,28,398175
"274","",2015-07-12 07:00:00,429947,2015,12,7,7,28,429947
"275","",2015-07-12 08:00:00,464001,2015,12,7,8,28,464001
"276","",2015-07-12 09:00:00,496491,2015,12,7,9,28,496491
"277","",2015-07-12 10:00:00,526438,2015,12,7,10,28,526438
"278","",2015-07-12 11:00:00,550584,2015,12,7,11,28,550584
"279","",2015-07-12 12:00:00,569472,2015,12,7,12,28,569472
"280","",2015-07-12 13:00:00,583736,2015,12,7,13,28,583736
"281","",2015-07-12 14:00:00,595098,2015,12,7,14,28,595098
"282","",2015-07-12 15:00:00,599597,2015,12,7,15,28,599597
"283","",2015-07-12 16:00:00,600921,2015,12,7,16,28,600921
"284","",2015-07-12 17:00:00,593789,2015,12,7,17,28,593789
"285","",2015-07-12 18:00:00,575562,2015,12,7,18,28,575562
"286","",2015-07-12 19:00:00,565194,2015,12,7,19,28,565194
"287","",2015-07-12 20:00:00,543470,2015,12,7,20,28,543470
"288","",2015-07-12 21:00:00,508331,2015,12,7,21,28,508331
"289","",2015-07-12 22:00:00,473118,2015,12,7,22,28,473118
"290","",2015-07-12 23:00:00,446560,2015,12,7,23,28,446560
"291","",2015-07-13 00:00:00,425516,2015,13,7,0,28,425516
"292","",2015-07-13 01:00:00,413128,2015,13,7,1,28,413128
"293","",2015-07-13 02:00:00,405637,2015,13,7,2,28,405637
"294","",2015-07-13 03:00:00,409063,2015,13,7,3,28,409063
"295","",2015-07-13 04:00:00,423379,2015,13,7,4,28,423379
"296","",2015-07-13 05:00:00,444510,2015,13,7,5,28,444510
"297","",2015-07-13 06:00:00,471651,2015,13,7,6,28,471651
"298","",2015-07-13 07:00:00,502360,2015,13,7,7,28,502360
"299","",2015-07-13 08:00:00,536565,2015,13,7,8,28,536565
"300","",2015-07-13 09:00:00,570434,2015,13,7,9,28,570434
"301","",2015-07-13 10:00:00,599253,2015,13,7,10,28,599253
"302","",2015-07-13 11:00:00,623216,2015,13,7,11,28,623216
"303","",2015-07-13 12:00:00,640279,2015,13,7,12,28,640279
"304","",2015-07-13 13:00:00,652235,2015,13,7,13,28,652235
"305","",2015-07-13 14:00:00,660073,2015,13,7,14,28,660073
"306","",2015-07-13 15:00:00,663547,2015,13,7,15,28,663547
"307","",2015-07-13 16:00:00,658633,2015,13,7,16,28,658633
"308","",2015-07-13 17:00:00,645083,2015,13,7,17,28,645083
"309","",2015-07-13 18:00:00,623910,2015,13,7,18,28,623910
"310","",2015-07-13 19:00:00,607247,2015,13,7,19,28,607247
"311","",2015-07-13 20:00:00,576323,2015,13,7,20,28,576323
"312","",2015-07-13 21:00:00,536738,2015,13,7,21,28,536738
"313","",2015-07-13 22:00:00,497450,2015,13,7,22,28,497450
"314","",2015-07-13 23:00:00,467171,2015,13,7,23,28,467171
"315","",2015-07-14 00:00:00,442845,2015,14,7,0,28,442845
"316","",2015-07-14 01:00:00,430187,2015,14,7,1,28,430187
"317","",2015-07-14 02:00:00,421454,2015,14,7,2,28,421454
"318","",2015-07-14 03:00:00,425559,2015,14,7,3,28,425559
"319","",2015-07-14 04:00:00,439520,2015,14,7,4,28,439520
"320","",2015-07-14 05:00:00,458424,2015,14,7,5,28,458424
"321","",2015-07-14 06:00:00,483838,2015,14,7,6,28,483838
"322","",2015-07-14 07:00:00,511820,2015,14,7,7,28,511820
"323","",2015-07-14 08:00:00,543232,2015,14,7,8,28,543232
"324","",2015-07-14 09:00:00,569018,2015,14,7,9,28,569018
"325","",2015-07-14 10:00:00,593709,2015,14,7,10,28,593709
"326","",2015-07-14 11:00:00,613620,2015,14,7,11,28,613620
"327","",2015-07-14 12:00:00,630055,2015,14,7,12,28,630055
"328","",2015-07-14 13:00:00,641020,2015,14,7,13,28,641020
"329","",2015-07-14 14:00:00,647899,2015,14,7,14,28,647899
"330","",2015-07-14 15:00:00,649879,2015,14,7,15,28,649879
"331","",2015-07-14 16:00:00,642669,2015,14,7,16,28,642669
"332","",2015-07-14 17:00:00,630109,2015,14,7,17,28,630109
"333","",2015-07-14 18:00:00,613066,2015,14,7,18,28,613066
"334","",2015-07-14 19:00:00,595320,2015,14,7,19,28,595320
"335","",2015-07-14 20:00:00,567761,2015,14,7,20,28,567761
"336","",2015-07-14 21:00:00,529489,2015,14,7,21,28,529489
"337","",2015-07-14 22:00:00,492669,2015,14,7,22,28,492669
"338","",2015-07-14 23:00:00,462494,2015,14,7,23,28,462494
"339","",2015-07-15 00:00:00,438802,2015,15,7,0,28,438802
"340","",2015-07-15 01:00:00,422416,2015,15,7,1,28,422416
"341","",2015-07-15 02:00:00,413331,2015,15,7,2,28,413331
"342","",2015-07-15 03:00:00,415892,2015,15,7,3,28,415892
"343","",2015-07-15 04:00:00,430050,2015,15,7,4,28,430050
"344","",2015-07-15 05:00:00,448409,2015,15,7,5,28,448409
"345","",2015-07-15 06:00:00,469525,2015,15,7,6,28,469525
"346","",2015-07-15 07:00:00,493996,2015,15,7,7,28,493996
"347","",2015-07-15 08:00:00,520764,2015,15,7,8,28,520764
"348","",2015-07-15 09:00:00,547405,2015,15,7,9,28,547405
"349","",2015-07-15 10:00:00,569360,2015,15,7,10,28,569360
"350","",2015-07-15 11:00:00,588121,2015,15,7,11,28,588121
"351","",2015-07-15 12:00:00,603833,2015,15,7,12,28,603833
"352","",2015-07-15 13:00:00,615455,2015,15,7,13,28,615455
"353","",2015-07-15 14:00:00,623298,2015,15,7,14,28,623298
"354","",2015-07-15 15:00:00,626393,2015,15,7,15,28,626393
"355","",2015-07-15 16:00:00,619126,2015,15,7,16,28,619126
"356","",2015-07-15 17:00:00,606318,2015,15,7,17,28,606318
"357","",2015-07-15 18:00:00,591528,2015,15,7,18,28,591528
"358","",2015-07-15 19:00:00,577358,2015,15,7,19,28,577358
"359","",2015-07-15 20:00:00,550223,2015,15,7,20,28,550223
"360","",2015-07-15 21:00:00,513376,2015,15,7,21,28,513376
"361","",2015-07-15 22:00:00,476862,2015,15,7,22,28,476862
"362","",2015-07-15 23:00:00,447220,2015,15,7,23,28,447220
"363","",2015-07-16 00:00:00,418284,2015,16,7,0,29,418284
"364","",2015-07-16 01:00:00,399305,2015,16,7,1,29,399305
"365","",2015-07-16 02:00:00,391269,2015,16,7,2,29,391269
"366","",2015-07-16 03:00:00,394725,2015,16,7,3,29,394725
"367","",2015-07-16 04:00:00,407192,2015,16,7,4,29,407192
"368","",2015-07-16 05:00:00,424466,2015,16,7,5,29,424466
"369","",2015-07-16 06:00:00,445338,2015,16,7,6,29,445338
"370","",2015-07-16 07:00:00,469886,2015,16,7,7,29,469886
"371","",2015-07-16 08:00:00,497209,2015,16,7,8,29,497209
"372","",2015-07-16 09:00:00,523783,2015,16,7,9,29,523783
"373","",2015-07-16 10:00:00,546716,2015,16,7,10,29,546716
"374","",2015-07-16 11:00:00,566189,2015,16,7,11,29,566189
"375","",2015-07-16 12:00:00,582997,2015,16,7,12,29,582997
"376","",2015-07-16 13:00:00,596887,2015,16,7,13,29,596887
"377","",2015-07-16 14:00:00,606637,2015,16,7,14,29,606637
"378","",2015-07-16 15:00:00,612679,2015,16,7,15,29,612679
"379","",2015-07-16 16:00:00,608664,2015,16,7,16,29,608664
"380","",2015-07-16 17:00:00,595697,2015,16,7,17,29,595697
"381","",2015-07-16 18:00:00,582756,2015,16,7,18,29,582756
"382","",2015-07-16 19:00:00,570369,2015,16,7,19,29,570369
"383","",2015-07-16 20:00:00,544397,2015,16,7,20,29,544397
"384","",2015-07-16 21:00:00,508572,2015,16,7,21,29,508572
"385","",2015-07-16 22:00:00,472995,2015,16,7,22,29,472995
"386","",2015-07-16 23:00:00,443573,2015,16,7,23,29,443573
"387","",2015-07-17 00:00:00,421458,2015,17,7,0,29,421458
"388","",2015-07-17 01:00:00,405641,2015,17,7,1,29,405641
"389","",2015-07-17 02:00:00,397852,2015,17,7,2,29,397852
"390","",2015-07-17 03:00:00,401266,2015,17,7,3,29,401266
"391","",2015-07-17 04:00:00,415089,2015,17,7,4,29,415089
"392","",2015-07-17 05:00:00,432539,2015,17,7,5,29,432539
"393","",2015-07-17 06:00:00,455768,2015,17,7,6,29,455768
"394","",2015-07-17 07:00:00,485338,2015,17,7,7,29,485338
"395","",2015-07-17 08:00:00,518072,2015,17,7,8,29,518072
"396","",2015-07-17 09:00:00,550281,2015,17,7,9,29,550281
"397","",2015-07-17 10:00:00,577014,2015,17,7,10,29,577014
"398","",2015-07-17 11:00:00,599568,2015,17,7,11,29,599568
"399","",2015-07-17 12:00:00,617472,2015,17,7,12,29,617472
"400","",2015-07-17 13:00:00,629297,2015,17,7,13,29,629297
"401","",2015-07-17 14:00:00,637152,2015,17,7,14,29,637152
"402","",2015-07-17 15:00:00,638748,2015,17,7,15,29,638748
"403","",2015-07-17 16:00:00,630664,2015,17,7,16,29,630664
"404","",2015-07-17 17:00:00,616000,2015,17,7,17,29,616000
"405","",2015-07-17 18:00:00,596383,2015,17,7,18,29,596383
"406","",2015-07-17 19:00:00,580702,2015,17,7,19,29,580702
"407","",2015-07-17 20:00:00,555883,2015,17,7,20,29,555883
"408","",2015-07-17 21:00:00,519699,2015,17,7,21,29,519699
"409","",2015-07-17 22:00:00,485647,2015,17,7,22,29,485647
"410","",2015-07-17 23:00:00,457401,2015,17,7,23,29,457401
