"","results.parameter","results.city","results.country","results.coordinates.latitude","results.coordinates.longitude","units","valuemax","valuemean","tally"
"265","pm25","BOUNDARY","US",48.894014,-116.359419,"micrograms per cubic meter",19.8,7.70625,64
"266","pm25","BOUNDARY","US",48.998333,-116.359419,"micrograms per cubic meter",80.1,9.5865671641791,67
"267","pm25","Bournemouth","GB",50.73957,-1.826744,"micrograms per cubic meter",8,4.25438596491228,114
"268","pm25","Bowling Green","US",37.1314,-86.1481,"micrograms per cubic meter",21.2,7.14251012145749,494
"269","pm25","Bozhou","CN",33.8399,115.8067,"micrograms per cubic meter",147,42.4056224899598,498
"270","pm25","Bozhou","CN",33.8561,115.7831,"micrograms per cubic meter",146,39.7924151696607,501
"271","pm25","Brabant wallon","BE",50.655439,4.668288,"micrograms per cubic meter",32.5802,8.99664609043478,115
"272","pm25","BRADFORD","US",41.705226,-76.512726,"micrograms per cubic meter",12.2,6.03780487804878,82
"273","pm25","Brainerd","US",46.3944,-94.1433,"micrograms per cubic meter",7,2.88235294117647,51
"274","pm25","Brajrajnagar","IN",21.8004996,83.8396977,"micrograms per cubic meter",84.52,55.972,10
"275","pm25","Breda","NL",51.5935,4.82494,"micrograms per cubic meter",21.8124,9.11427382716049,81
"276","pm25","Breda","NL",51.6031,4.78102,"micrograms per cubic meter",16.4028,6.18750909090909,77
"277","pm25","Bremen","DE",53.060045,8.916966,"micrograms per cubic meter",20.75,11.1733333333333,9
"278","pm25","Bremen","DE",53.1177,8.69506,"micrograms per cubic meter",26.83,14.4877777777778,9
"279","pm25","Bremen","DE",53.124561,8.735047,"micrograms per cubic meter",19.35,11.3544444444444,9
"280","pm25","Bremen","DE",53.562455,8.569405,"micrograms per cubic meter",24.19,10.4344444444444,9
"281","pm25","Breukelen","NL",52.2015,4.98744,"micrograms per cubic meter",35.7676,7.46899105263158,76
"282","pm25","Bridgeport-Stamford-Norwalk","US",41.171398,-73.195297,"micrograms per cubic meter",13,5.8078431372549,102
"283","pm25","Bridgeport-Stamford-Norwalk","US",41.4014,-73.4447,"micrograms per cubic meter",12.7,6.197,100
"284","pm25","Brighton","GB",50.840836,-0.147572,"micrograms per cubic meter",11,7.61842105263158,76
"285","pm25","Brindisi","IT",40.48944,18.04722,"micrograms per cubic meter",24.75,11.7747959183673,98
"286","pm25","Brindisi","IT",40.64917,17.5125,"micrograms per cubic meter",37.03,15.7146808510638,94
"287","pm25","Bristol","GB",51.462839,-2.584482,"micrograms per cubic meter",8,5.05172413793103,116
"288","pm25","BRITISH COLUMBIA","CA",48.4292,-123.3583,"micrograms per cubic meter",162,141.807692307692,26
"289","pm25","BRITISH COLUMBIA","CA",48.432899,-123.492798,"micrograms per cubic meter",185,120.666666666667,27
"290","pm25","BRITISH COLUMBIA","CA",48.786114,-123.717307,"micrograms per cubic meter",126,79.75,28
"291","pm25","BRITISH COLUMBIA","CA",49.009869,-123.082017,"micrograms per cubic meter",149.3,103.06,30
"292","pm25","BRITISH COLUMBIA","CA",49.021506,-122.326556,"micrograms per cubic meter",144.6,93.1633333333333,30
"293","pm25","BRITISH COLUMBIA","CA",49.04278,-122.30972,"micrograms per cubic meter",157,99.5935483870968,31
"294","pm25","BRITISH COLUMBIA","CA",49.09556,-122.56694,"micrograms per cubic meter",164.1,100.441379310345,29
"295","pm25","BRITISH COLUMBIA","CA",49.13278,-122.69417,"micrograms per cubic meter",151.6,108.289655172414,29
"296","pm25","BRITISH COLUMBIA","CA",49.14139,-123.10833,"micrograms per cubic meter",144.4,98.8966666666667,30
"297","pm25","BRITISH COLUMBIA","CA",49.15611,-121.94056,"micrograms per cubic meter",144,74.3935483870968,31
"298","pm25","BRITISH COLUMBIA","CA",49.15833,-122.90167,"micrograms per cubic meter",146,87.7772727272727,22
"299","pm25","BRITISH COLUMBIA","CA",49.18639,-123.15222,"micrograms per cubic meter",133.8,92.5633333333333,30
"300","pm25","BRITISH COLUMBIA","CA",49.2008,-123.9939,"micrograms per cubic meter",145,80.7777777777778,27
"301","pm25","BRITISH COLUMBIA","CA",49.21528,-122.98556,"micrograms per cubic meter",144.1,98.3354838709677,31
"302","pm25","BRITISH COLUMBIA","CA",49.24528,-122.70889,"micrograms per cubic meter",147.4,84.5466666666667,30
"303","pm25","BRITISH COLUMBIA","CA",49.260799,-124.805603,"micrograms per cubic meter",166,97.7857142857143,28
"304","pm25","BRITISH COLUMBIA","CA",49.2794,-122.9711,"micrograms per cubic meter",147.9,109.288888888889,27
"305","pm25","BRITISH COLUMBIA","CA",49.28083,-122.84917,"micrograms per cubic meter",135.7,91.7733333333333,30
"306","pm25","BRITISH COLUMBIA","CA",49.317501,-117.661697,"micrograms per cubic meter",72.9,33.2461538461538,26
"307","pm25","BRITISH COLUMBIA","CA",49.323891,-123.083611,"micrograms per cubic meter",139.8,82.7785714285714,28
"308","pm25","BRITISH COLUMBIA","CA",49.36972,-121.49944,"micrograms per cubic meter",130.6,63.5838709677419,31
"309","pm25","BRITISH COLUMBIA","CA",49.682499,-124.996101,"micrograms per cubic meter",59,25.96,25
"310","pm25","BRITISH COLUMBIA","CA",49.70516,-123.15133,"micrograms per cubic meter",88.2,55.4153846153846,26
"311","pm25","BRITISH COLUMBIA","CA",49.8611,-119.475,"micrograms per cubic meter",35.4,14.5444444444444,27
"312","pm25","BRITISH COLUMBIA","CA",49.8891,-124.5625,"micrograms per cubic meter",120.8,47.7392857142857,28
"313","pm25","BRITISH COLUMBIA","CA",50.1439,-122.9611,"micrograms per cubic meter",49,17.2592592592593,27
"314","pm25","BRITISH COLUMBIA","CA",50.2333,-119.2833,"micrograms per cubic meter",16.9,11.325,28
"315","pm25","BRITISH COLUMBIA","CA",50.674702,-120.3339,"micrograms per cubic meter",39.5,13.1,27
"316","pm25","BRITISH COLUMBIA","CA",52.1342,-122.1528,"micrograms per cubic meter",8.2,4.91785714285714,28
"317","pm25","BRITISH COLUMBIA","CA",52.9822,-122.4922,"micrograms per cubic meter",44.1,11.2214285714286,28
"318","pm25","BRITISH COLUMBIA","CA",53.9147,-122.7419,"micrograms per cubic meter",22,13.05,28
"319","pm25","BRITISH COLUMBIA","CA",53.973301,-128.650299,"micrograms per cubic meter",10,5.07142857142857,28
"320","pm25","BRITISH COLUMBIA","CA",54.0403,-128.3825,"micrograms per cubic meter",12,5,13
"321","pm25","BRITISH COLUMBIA","CA",54.5217,-128.6075,"micrograms per cubic meter",9.2,4.15357142857143,28
"322","pm25","BRITISH COLUMBIA","CA",54.7831,-127.1775,"micrograms per cubic meter",17.9,6.03571428571429,28
"323","pm25","BRITISH COLUMBIA","CA",56.244722,-120.856111,"micrograms per cubic meter",6.6,3.17857142857143,28
"324","pm25","Brodsko-posavska","HR",45.1594722216854,17.9951,"micrograms per cubic meter",34.8,13.52,95
"325","pm25","BROOKINGS","US",44.348604,-96.807299,"micrograms per cubic meter",14.9,2.53275862068966,58
"326","pm25","BROWN","US",45.468596,-98.494061,"micrograms per cubic meter",8.1,3.16986301369863,73
"327","pm25","Brumunddal","NO",60.88593,10.93785,"micrograms per cubic meter",6.8,2.85727272727273,110
"328","pm25","Brussels-Capital Region","BE",50.796632,4.358539,"micrograms per cubic meter",13.95,6.66,5
"329","pm25","Brussels-Capital Region","BE",50.8580305936746,4.2883363663059,"micrograms per cubic meter",16.05,8.32,5
"330","pm25","Brussels-Capital Region","BE",50.8835598117798,4.38296325180234,"micrograms per cubic meter",19.95,10.38,5
"331","pm25","Brussels-Capital Region","BE",50.895101,4.392718,"micrograms per cubic meter",20.55,8.93,5
"332","pm25","Budapest","HU",47.4308357194652,19.18417358,"micrograms per cubic meter",17.01941,10.2532426465517,116
"333","pm25","Buffalo-Niagara Falls","US",42.8781,-78.8094,"micrograms per cubic meter",15.6,5.19852941176471,68
"334","pm25","Bulandshahr","IN",28.406963,77.849831,"micrograms per cubic meter",101,63.7142857142857,14
"335","pm25","Burgenland","AT",47.7702799994658,16.76639,"micrograms per cubic meter",19.645,9.67223295728155,103
"336","pm25","Burgenland","AT",47.8399999994659,16.52806,"micrograms per cubic meter",15.2313,8.3292582412844,109
"337","pm25","Burgos","ES",42.3361099994653,-3.63611,"micrograms per cubic meter",9,5.88888888888889,9
"338","pm25","Burlington-South Burlington","US",44.476101,-73.210297,"micrograms per cubic meter",12,5.94660194174757,103
"339","pm25","Burlington-South Burlington","US",44.528389,-72.868973,"micrograms per cubic meter",10,5.20980392156863,102
"340","pm25","BUTTE","US",39.76168,-121.84047,"micrograms per cubic meter",298,81.6666666666667,93
"341","pm25","BUTTE","US",39.77919,-121.59135,"micrograms per cubic meter",429,165.142857142857,7
"342","pm25","Bydgoszcz","PL",53.121764,17.987906,"micrograms per cubic meter",46.2,13.8,46
"343","pm25","Bydgoszcz","PL",53.134083,17.995708,"micrograms per cubic meter",28.2,9.54,110
"344","pm25","Cabauw","NL",51.9745,4.9233,"micrograms per cubic meter",15.2758,6.88246246575342,73
"345","pm25","CACHE","US",41.842778,-111.85194,"micrograms per cubic meter",59.5,15.6087267525036,699
"346","pm25","Cadillac","US",44.3106,-84.891899,"micrograms per cubic meter",9,4.87884615384615,104
"347","pm25","Cagliari","IT",39.066667,9.008889,"micrograms per cubic meter",12.7295,4.46984444444444,54
"348","pm25","Cagliari","IT",39.235833,9.115,"micrograms per cubic meter",42.9792,14.0957666666667,54
"349","pm25","Cagliari","IT",39.260556,9.136389,"micrograms per cubic meter",13.1868,5.70630612244898,49
"350","pm25","Calama","CL",-22.462144644634,-68.92806169339,"micrograms per cubic meter",15.21,3.97460784313725,102
"351","pm25","Calama","CL",-22.460270722943,-68.937706917007,"micrograms per cubic meter",25.8,6.08142857142857,98
"352","pm25","Calama","CL",-22.44283906304,-68.932546346863,"micrograms per cubic meter",21.1,6.60098039215686,102
"353","pm25","CALAVERAS","US",38.20185,-120.680277,"micrograms per cubic meter",149,63.9,90
"354","pm25","Caldas","CO",6.0930777,-75.637764,"micrograms per cubic meter",50.4409,17.2730639823009,113
"355","pm25","Calvados","FR",49.117192768241,-0.169665706026938,"micrograms per cubic meter",31.4,7.04636363636364,110
"356","pm25","Calvados","FR",49.1922184284462,-0.391183068568539,"micrograms per cubic meter",12.6,6.14561403508772,114
"357","pm25","CAMERON","US",26.0733,-97.1667,"micrograms per cubic meter",29.2,6.2525,440
"358","pm25","Canberra","AU",-35.418302,149.094018,"micrograms per cubic meter",11.16,6.3325641025641,117
"359","pm25","Canberra","AU",-35.285307,149.131579,"micrograms per cubic meter",10.16,5.31871794871795,117
"360","pm25","Canberra","AU",-35.220606,149.043539,"micrograms per cubic meter",16.94,8.61683760683761,117
"361","pm25","Cantal","FR",44.9200896648358,2.44108195306639,"micrograms per cubic meter",11.8,4.6695652173913,115
"362","pm25","Canton-Massillon","US",40.800717,-81.373,"micrograms per cubic meter",44.9,12.5887755102041,98
"363","pm25","Cape Coral-Fort Myers","US",26.6028,-81.8789,"micrograms per cubic meter",5.6,3.91463414634146,41
"364","pm25","CARBON","US",41.452132,-106.813928,"micrograms per cubic meter",26,3.81707317073171,82
"365","pm25","Cardiff","GB",51.48178,-3.17625,"micrograms per cubic meter",4,2.85245901639344,61
"366","pm25","CARIBOU","US",42.65167,-111.61472,"micrograms per cubic meter",12.5,7.02307692307692,91
"367","pm25","Carlisle","GB",54.894834,-2.945307,"micrograms per cubic meter",8,4.68103448275862,116
"368","pm25","CARLTON","US",46.713694,-92.511722,"micrograms per cubic meter",3,1.68421052631579,19
"369","pm25","CARSON CITY","US",39.144804,-119.766409,"micrograms per cubic meter",415,45.0989010989011,91
"370","pm25","CASCADE","US",47.494318,-111.303317,"micrograms per cubic meter",15,6.45955056179775,89
"371","pm25","Casper","US",42.82231,-106.36501,"micrograms per cubic meter",20,6.02325581395349,86
"372","pm25","CASS","US",47.38443,-94.60166,"micrograms per cubic meter",15,3.84210526315789,57
"373","pm25","Castelo Branco","PT",40.233056,-7.301944,"micrograms per cubic meter",10,3.52212389380531,113
"374","pm25","CATANO","US",18.428388,-66.141657,"micrograms per cubic meter",30.6,7.60975609756098,615
"375","pm25","Cedar Rapids","US",41.9767,-91.6878,"micrograms per cubic meter",8,1.98876404494382,89
"376","pm25","CEDAR","US",37.70097,-94.03474,"micrograms per cubic meter",19,5.35789473684211,95
"377","pm25","Centar Municipality","MK",41.991999999466,21.423,"micrograms per cubic meter",103.823,35.883612371134,97
"378","pm25","Central Coast","AU",-32.195,150.6736111,"micrograms per cubic meter",18.1,5.98139534883721,86
"379","pm25","Central Queensland","AU",-23.5627,148.881,"micrograms per cubic meter",5.8,4.4051724137931,116
"380","pm25","Central Queensland","AU",-23.5208,148.165,"micrograms per cubic meter",9.2,5.86379310344828,116
"381","pm25","Central Queensland","AU",-22.0112,148.042,"micrograms per cubic meter",6.8,5.75862068965517,116
"382","pm25","Central Queensland","AU",-21.9995,148.071,"micrograms per cubic meter",6.6,5.48448275862069,116
"383","pm25","Central Queensland","AU",-21.1595,149.155,"micrograms per cubic meter",8.4,6.31379310344828,116
"384","pm25","Central Scotland","GB",55.944079,-4.734421,"micrograms per cubic meter",8,4.99107142857143,112
"385","pm25","Central Tablelands","AU",-33.4033333,149.5733333,"micrograms per cubic meter",14.6,5.52115384615385,104
"386","pm25","Central Tablelands","AU",-33.274444,149.094444,"micrograms per cubic meter",47.3,10.1961904761905,105
"387","pm25","Cerrillos","CL",-33.495821530652,-70.704282224178,"micrograms per cubic meter",102,21.3563218390805,87
"388","pm25","Cerro Navia","CL",-33.433089610143,-70.732147868717,"micrograms per cubic meter",75,26.4607843137255,102
"389","pm25","CHAMPAIGN","US",40.052241,-88.372549,"micrograms per cubic meter",19.6,9.10898876404494,89
"390","pm25","Chandigarh","IN",30.751462,76.762879,"micrograms per cubic meter",54.28,26.0090697674419,43
"391","pm25","Chandrapur","IN",19.645324,77.6345232,"micrograms per cubic meter",56,24.9166666666667,12
"392","pm25","Chandrapur","IN",19.9775302,79.2337086,"micrograms per cubic meter",39.26,27.295,8
"393","pm25","Charente-Maritime","FR",46.1616394517055,-1.21120748073119,"micrograms per cubic meter",10.7,4.21441441441441,111
"394","pm25","Charente-Maritime","FR",46.1625559994637,-1.153603,"micrograms per cubic meter",10.3,5.12631578947368,114
"395","pm25","Charente","FR",45.6474392468374,0.167166592906518,"micrograms per cubic meter",14.1,6.63652173913043,115
"396","pm25","Charleston-North Charleston","US",32.791,-79.959,"micrograms per cubic meter",11,5.81122448979592,98
"397","pm25","Charleston-North Charleston","US",32.941002,-79.656998,"micrograms per cubic meter",13,5.47439024390244,82
"398","pm25","Charlotte-Gastonia-Concord","US",34.91263,-80.874283,"micrograms per cubic meter",11,5.31944444444444,72
"399","pm25","Charlotte-Gastonia-Concord","US",35.213171,-80.874084,"micrograms per cubic meter",18,7.03191489361702,94
"400","pm25","Charlotte-Gastonia-Concord","US",35.2411,-80.7831,"micrograms per cubic meter",15,5.56382978723404,94
"401","pm25","Charlotte-Gastonia-Concord","US",35.281791,-80.851473,"micrograms per cubic meter",16,6.40196078431373,102
"402","pm25","Charlottesville","US",38.076599,-78.503998,"micrograms per cubic meter",13.3,6.67701149425287,87
"403","pm25","Chatham","GB",51.374264,0.54797,"micrograms per cubic meter",9,5.28828828828829,111
"404","pm25","Chattanooga","US",35.0508,-85.2931,"micrograms per cubic meter",12.6,8.0265306122449,98
"405","pm25","CHELAN","US",47.43061,-120.34195,"micrograms per cubic meter",180.3,66.4888888888889,90
"406","pm25","CHELAN","US",47.83861,-120.02306,"micrograms per cubic meter",266,98.9629213483146,89
"407","pm25","CHELAN","US",48.354137,-120.105108,"micrograms per cubic meter",92.9,42.5623529411765,85
"408","pm25","Chennai","IN",12.9099161,80.1076538,"micrograms per cubic meter",43.44,20.6775,8
"409","pm25","Chennai","IN",13.0052189,80.2398125,"micrograms per cubic meter",37.39,22.93,8
"410","pm25","Chennai","IN",13.08784,80.27847,"micrograms per cubic meter",45,16.7452830188679,106
"411","pm25","Chennai","IN",13.164544,80.26285,"micrograms per cubic meter",54.79,30.67125,8
"412","pm25","Chennai","IN",13.1662,80.2584,"micrograms per cubic meter",31.15,13.7287096774194,31
"413","pm25","Chepstow","GB",51.638094,-2.678731,"micrograms per cubic meter",13,10.7327586206897,116
"414","pm25","Cher","FR",46.8148188300394,2.61008200746779,"micrograms per cubic meter",9,3.3743119266055,109
"415","pm25","CHESTERFIELD","US",34.615299,-80.198898,"micrograms per cubic meter",9.5,5.76129032258065,93
"416","pm25","Cheyenne","US",41.18222,-104.778336,"micrograms per cubic meter",21,4.49333333333333,75
"417","pm25","Chicago-Naperville-Joliet","US",41.2222,-88.1906,"micrograms per cubic meter",17.9,6.71282051282051,78
"418","pm25","Chicago-Naperville-Joliet","US",41.578603,-87.557392,"micrograms per cubic meter",19.6,6.90609756097561,82
"419","pm25","Chicago-Naperville-Joliet","US",41.594427,-87.495044,"micrograms per cubic meter",14,5.74625,80
"420","pm25","Chicago-Naperville-Joliet","US",41.6708,-87.7325,"micrograms per cubic meter",72.2,68.6875,8
"421","pm25","Chicago-Naperville-Joliet","US",41.7547,-87.7136,"micrograms per cubic meter",17.5,6.75357142857143,84
"422","pm25","Chicago-Naperville-Joliet","US",41.7714,-88.1522,"micrograms per cubic meter",16.4,5.72222222222222,72
"423","pm25","Chicago-Naperville-Joliet","US",42.0603,-87.8631,"micrograms per cubic meter",12.7,4.025,64
"424","pm25","Chicago-Naperville-Joliet","US",42.2211,-88.2411,"micrograms per cubic meter",15,6.89294117647059,85
"425","pm25","Chicago-Naperville-Joliet","US",42.5047,-87.8111,"micrograms per cubic meter",11.6,2.79489795918367,98
"426","pm25","Chico","US",39.32756,-121.66881,"micrograms per cubic meter",146,75.9113924050633,79
"427","pm25","Chiguayante","CL",-36.923329602986,-73.036132300941,"micrograms per cubic meter",123,17.6296296296296,108
"428","pm25","Chikkaballapur","IN",13.428828,77.731418,"micrograms per cubic meter",25,17.1578947368421,19
"429","pm25","Chikkamagaluru","IN",13.328028,75.797056,"micrograms per cubic meter",14.17,9.2230612244898,49
"430","pm25","Chizhou","CN",30.6539,117.4974,"micrograms per cubic meter",116,46.2072072072072,333
